,type,time,dayofweek,models,params,queuelen,trials,duration
3281,14.0,0.78125,3.0,17.0,1270.0,0.0,400.0,3.0
3282,13.0,0.3763888888888887,3.0,1.0,3707.0,0.0,200.0,1.0
3283,14.0,0.6048611111111124,2.0,17.0,3235.0,311.0,100.0,1.0
3284,9.0,0.5229166666666667,5.0,16.0,421.0,2.0,40.0,0.0
3285,12.0,0.6895833333333333,3.0,5.0,2383.0,2.0,40.0,0.0
3286,,0.49861111111111245,4.0,2.0,124105.0,0.0,40.0,0.0
3287,8.0,0.6618055555555542,5.0,13.0,37067.0,0.0,40.0,0.0
3288,13.0,0.36041666666666666,4.0,62.0,2908.0,9.0,20.0,0.0
3289,7.0,0.4041666666666666,2.0,221.0,393.0,0.0,40.0,2.0
3290,7.0,0.584027777777779,2.0,4.0,1642.0,0.0,40.0,1.0
3291,14.0,0.7368055555555543,3.0,21.0,3282.0,14.0,100.0,2.0
3292,11.0,0.4270833333333333,3.0,147.0,109397.0,0.0,40.0,2.0
3293,7.0,0.7409722222222209,3.0,184.0,37086.0,132.0,40.0,3.0
3294,13.0,0.728472222222221,2.0,10.0,1048.0,0.0,40.0,1.0
3295,8.0,0.7208333333333333,4.0,2.0,47805.0,0.0,40.0,0.0
3296,9.0,0.81875,4.0,21.0,1809.0,0.0,40.0,0.0
3297,7.0,0.584027777777779,4.0,1.0,617.0,0.0,40.0,0.0
3298,8.0,0.48125,5.0,2.0,37813.0,0.0,40.0,0.0
3299,9.0,0.8770833333333333,7.0,13.0,213.0,0.0,40.0,0.0
3300,,0.59375,1.0,62.0,,0.0,20.0,0.0
3301,13.0,0.7506944444444458,1.0,13.0,3830.0,0.0,40.0,0.0
3302,9.0,0.5166666666666667,5.0,14.0,2673.0,0.0,40.0,0.0
3303,7.0,0.42638888888888754,5.0,1.0,475.0,0.0,40.0,0.0
3304,,0.41944444444444584,3.0,147.0,68977.0,0.0,40.0,0.0
3305,6.0,0.3770833333333334,2.0,23.0,1903.0,4.0,40.0,0.0
3306,,0.6666666666666666,5.0,17.0,,0.0,40.0,1.0
3307,3.0,0.38472222222222213,3.0,1.0,197.0,0.0,40.0,0.0
3308,12.0,0.5986111111111124,5.0,45.0,23390.0,2.0,40.0,2.0
3309,3.0,0.7270833333333333,2.0,52.0,141.0,0.0,40.0,0.0
3310,9.0,0.41250000000000003,2.0,13.0,1500.0,0.0,40.0,0.0
3311,,0.6881944444444458,5.0,7.0,34648.0,0.0,40.0,0.0
3312,9.0,0.5104166666666666,3.0,17.0,681.0,0.0,40.0,0.0
3313,13.0,0.6958333333333333,5.0,10.0,7821.0,0.0,40.0,0.0
3314,12.0,0.6631944444444458,5.0,14.0,2953.0,202.0,40.0,2.0
3315,13.0,0.5611111111111124,5.0,13.0,22197.0,150.0,40.0,2.0
3316,8.0,0.4923611111111124,3.0,16.0,76816.0,0.0,40.0,0.0
3317,2.0,0.24166666666666667,4.0,62.0,19492.0,0.0,20.0,0.0
3318,8.0,0.6631944444444458,4.0,1.0,20485.0,0.0,40.0,0.0
3319,9.0,0.5798611111111124,1.0,5.0,5627.0,0.0,40.0,1.0
3320,9.0,0.6729166666666666,5.0,10.0,87.0,0.0,40.0,0.0
3321,,0.6798611111111125,1.0,9.0,11243.0,0.0,40.0,0.0
3322,10.0,0.7159722222222209,2.0,53.0,259.0,0.0,20.0,0.0
3323,13.0,0.48263888888888756,3.0,1.0,2997.0,0.0,40.0,0.0
3324,9.0,0.6756944444444457,3.0,17.0,3334.0,0.0,40.0,0.0
3325,0.0,0.3972222222222221,1.0,8.0,158.0,82.0,40.0,0.0
3326,6.0,0.39861111111111125,1.0,7.0,221.0,38.0,40.0,0.0
3327,13.0,0.9256944444444457,1.0,31.0,4580.0,15.0,40.0,1.0
3328,4.0,0.46736111111111245,2.0,1.0,73.0,0.0,40.0,0.0
3329,,0.7784722222222209,3.0,20.0,3282.0,0.0,100.0,1.0
3330,13.0,0.36944444444444463,4.0,1.0,1050.0,0.0,200.0,1.0
3331,14.0,0.05416666666666667,6.0,342.0,7023.0,0.0,40.0,3.0
3332,11.0,0.3923611111111112,1.0,7.0,46629.0,0.0,40.0,0.0
3333,12.0,0.6986111111111124,5.0,7.0,3307.0,0.0,40.0,1.0
3334,14.0,0.12361111111111124,5.0,71.0,2866.0,0.0,400.0,3.0
3335,,0.4444444444444458,3.0,1.0,177.0,0.0,40.0,0.0
3336,3.0,0.6527777777777791,3.0,40.0,430.0,0.0,40.0,0.0
3337,2.0,0.5604166666666667,2.0,12.0,107907.0,0.0,40.0,0.0
3338,6.0,0.552777777777779,2.0,5.0,123.0,0.0,22.0,0.0
3339,14.0,0.802777777777779,4.0,17.0,3272.0,0.0,40.0,1.0
3340,14.0,0.7604166666666666,2.0,20.0,3285.0,0.0,40.0,1.0
3341,13.0,0.6340277777777791,1.0,32.0,3297.0,38.0,40.0,1.0
3342,9.0,0.125,2.0,3.0,1082.0,0.0,40.0,0.0
3343,9.0,0.7368055555555543,2.0,2.0,5145.0,0.0,200.0,0.0
3344,3.0,0.5048611111111124,5.0,8.0,879.0,0.0,40.0,0.0
3345,14.0,0.15694444444444458,6.0,71.0,4270.0,0.0,400.0,3.0
3346,12.0,0.8263888888888875,3.0,6.0,2556.0,0.0,40.0,1.0
3347,3.0,0.3958333333333333,4.0,10.0,528.0,0.0,40.0,0.0
3348,7.0,0.5944444444444458,3.0,3.0,899.0,0.0,40.0,1.0
3349,6.0,0.0034722222222222207,4.0,160.0,862.0,0.0,40.0,1.0
3350,12.0,0.6854166666666667,3.0,1.0,,0.0,40.0,0.0
3351,13.0,0.8069444444444458,4.0,21.0,,11.0,40.0,0.0
3352,11.0,0.5444444444444457,5.0,13.0,227846.0,0.0,40.0,2.0
3353,9.0,0.5701388888888875,3.0,62.0,960.0,0.0,20.0,1.0
3354,13.0,0.4631944444444458,4.0,9.0,2765.0,3.0,20.0,0.0
3355,12.0,0.7027777777777792,1.0,39.0,3278.0,45.0,40.0,2.0
3356,4.0,0.4201388888888875,1.0,4.0,429.0,0.0,40.0,0.0
3357,9.0,0.6986111111111124,2.0,53.0,,3.0,20.0,1.0
3358,,0.46736111111111245,5.0,13.0,4977.0,149.0,40.0,0.0
3359,7.0,0.6027777777777791,4.0,10.0,3603.0,0.0,40.0,1.0
3360,14.0,0.5444444444444457,3.0,20.0,3272.0,0.0,100.0,1.0
3361,14.0,0.7729166666666667,2.0,20.0,3261.0,0.0,40.0,1.0
3362,12.0,0.8875000000000001,2.0,9.0,2873.0,2.0,40.0,1.0
3363,8.0,0.45138888888888756,5.0,30.0,114910.0,0.0,40.0,0.0
3364,11.0,0.6444444444444458,2.0,2.0,43498.0,0.0,40.0,0.0
3365,9.0,0.875,3.0,8.0,4447.0,0.0,40.0,1.0
3366,12.0,0.9506944444444457,2.0,2.0,8525.0,0.0,40.0,0.0
3367,11.0,0.5826388888888876,2.0,59.0,30451.0,0.0,40.0,1.0
3368,8.0,0.6083333333333333,4.0,10.0,1557.0,0.0,40.0,0.0
3369,0.0,0.6104166666666667,3.0,220.0,1339.0,1.0,40.0,1.0
3370,9.0,0.8770833333333333,7.0,13.0,173.0,0.0,40.0,0.0
3371,13.0,0.5798611111111124,2.0,27.0,4980.0,0.0,40.0,0.0
3372,13.0,0.6486111111111125,1.0,27.0,695.0,12.0,40.0,1.0
3373,8.0,0.5805555555555543,2.0,27.0,42016.0,0.0,40.0,0.0
3374,14.0,0.4694444444444457,3.0,20.0,3293.0,0.0,100.0,1.0
3375,8.0,0.7243055555555542,2.0,147.0,64075.0,0.0,40.0,0.0
3376,14.0,0.7840277777777791,3.0,17.0,1258.0,0.0,400.0,3.0
3377,14.0,0.6618055555555542,4.0,13.0,1303.0,0.0,400.0,3.0
3378,12.0,0.8111111111111123,4.0,7.0,8546.0,0.0,40.0,1.0
3379,9.0,0.5458333333333333,7.0,40.0,544.0,0.0,40.0,1.0
3380,13.0,0.7479166666666667,3.0,45.0,,17.0,40.0,2.0
3381,11.0,0.44375000000000003,1.0,7.0,46469.0,0.0,40.0,0.0
3382,9.0,0.7631944444444457,4.0,31.0,1796.0,0.0,40.0,0.0
3383,13.0,0.015972222222222204,2.0,55.0,4848.0,0.0,40.0,1.0
3384,7.0,0.6583333333333333,3.0,41.0,1262.0,0.0,40.0,2.0
3385,3.0,0.47291666666666665,5.0,14.0,196.0,0.0,40.0,0.0
3386,13.0,0.7701388888888876,1.0,148.0,916.0,0.0,40.0,1.0
3387,8.0,0.697222222222221,1.0,3.0,28717.0,0.0,40.0,0.0
3388,8.0,0.6729166666666666,5.0,3.0,26232.0,0.0,40.0,0.0
3389,14.0,0.41736111111111246,3.0,18.0,3212.0,0.0,100.0,1.0
3390,13.0,0.7333333333333334,2.0,52.0,6152.0,3374.0,40.0,2.0
3391,13.0,0.37013888888888874,5.0,42.0,5519.0,0.0,40.0,0.0
3392,,0.7548611111111124,5.0,14.0,822.0,0.0,40.0,1.0
3393,3.0,0.5902777777777791,5.0,1.0,134.0,0.0,40.0,0.0
3394,13.0,0.6805555555555541,5.0,13.0,4427.0,451.0,40.0,2.0
3395,,0.7590277777777791,2.0,147.0,12846.0,0.0,40.0,3.0
3396,14.0,0.7576388888888875,4.0,17.0,3182.0,39.0,40.0,1.0
3397,13.0,0.22986111111111127,1.0,215.0,,0.0,40.0,2.0
3398,9.0,0.5451388888888876,7.0,34.0,496.0,0.0,40.0,1.0
3399,11.0,0.47777777777777913,4.0,24.0,462.0,0.0,40.0,0.0
3400,13.0,0.012499999999999999,3.0,55.0,4895.0,0.0,40.0,1.0
3401,12.0,0.6104166666666667,4.0,4.0,134.0,0.0,40.0,1.0
3402,,0.4534722222222209,3.0,9.0,3997.0,94.0,40.0,0.0
3403,9.0,0.9673611111111123,3.0,73.0,3566.0,0.0,40.0,2.0
3404,14.0,0.7395833333333334,3.0,21.0,3271.0,765.0,100.0,2.0
3405,6.0,0.0784722222222221,5.0,27.0,2878.0,6.0,40.0,0.0
3406,9.0,0.42430555555555416,5.0,21.0,1007.0,0.0,40.0,0.0
3407,13.0,0.35972222222222205,4.0,221.0,420.0,0.0,40.0,2.0
3408,8.0,0.6243055555555542,2.0,14.0,58825.0,0.0,40.0,0.0
3409,11.0,0.6340277777777791,2.0,13.0,139147.0,0.0,40.0,1.0
3410,9.0,0.6118055555555543,4.0,7.0,,0.0,40.0,0.0
3411,7.0,0.4423611111111125,3.0,31.0,3070.0,0.0,40.0,1.0
3412,11.0,0.3277777777777779,1.0,14.0,,0.0,40.0,0.0
3413,9.0,0.7180555555555542,3.0,17.0,1311.0,0.0,400.0,2.0
3414,11.0,0.35625,1.0,191.0,29395.0,0.0,40.0,1.0
3415,13.0,0.6437499999999999,4.0,6.0,,0.0,40.0,0.0
3416,13.0,0.49861111111111245,4.0,2.0,15005.0,5.0,40.0,0.0
3417,12.0,0.8083333333333332,1.0,27.0,2187.0,0.0,40.0,1.0
3418,13.0,0.6590277777777791,4.0,2.0,6003.0,0.0,200.0,1.0
3419,2.0,0.46249999999999997,1.0,222.0,48421.0,0.0,40.0,3.0
3420,9.0,0.5944444444444458,5.0,45.0,7774.0,0.0,40.0,1.0
3421,12.0,0.6333333333333333,2.0,26.0,4982.0,0.0,40.0,2.0
3422,14.0,0.7152777777777791,3.0,16.0,1262.0,0.0,400.0,3.0
3423,11.0,0.48611111111111244,3.0,216.0,20715.0,0.0,40.0,1.0
3424,8.0,0.42291666666666666,4.0,291.0,2994.0,0.0,40.0,0.0
3425,0.0,0.39513888888888876,1.0,7.0,2187.0,112.0,40.0,0.0
3426,12.0,0.6756944444444457,3.0,6.0,2269.0,0.0,40.0,1.0
3427,14.0,0.6159722222222209,3.0,21.0,3259.0,0.0,40.0,1.0
3428,,0.677777777777779,3.0,8.0,4127.0,64.0,40.0,0.0
3429,9.0,0.8777777777777791,7.0,18.0,213.0,0.0,40.0,0.0
3430,14.0,0.5111111111111124,5.0,2.0,1740.0,0.0,40.0,1.0
3431,,0.5236111111111125,2.0,220.0,81212.0,0.0,40.0,3.0
3432,9.0,0.3944444444444446,1.0,8.0,984.0,14.0,40.0,0.0
3433,5.0,0.7534722222222209,1.0,13.0,6403.0,0.0,40.0,1.0
3434,,0.5847222222222209,5.0,46.0,39005.0,221.0,40.0,2.0
3435,12.0,0.5986111111111124,3.0,27.0,4253.0,0.0,40.0,2.0
3436,,0.7944444444444457,4.0,18.0,3357.0,6.0,40.0,1.0
3437,9.0,0.4770833333333333,1.0,11.0,79.0,11.0,40.0,0.0
3438,,0.48055555555555424,3.0,16.0,5509.0,2.0,40.0,1.0
3439,9.0,0.7166666666666667,4.0,1.0,3084.0,0.0,40.0,0.0
3440,10.0,0.6979166666666666,2.0,8.0,304.0,0.0,20.0,0.0
3441,9.0,0.7076388888888876,3.0,2.0,4941.0,0.0,400.0,1.0
3442,9.0,0.6923611111111124,2.0,1.0,1369.0,0.0,200.0,0.0
3443,12.0,0.4798611111111124,2.0,12.0,3766.0,0.0,40.0,1.0
3444,11.0,0.7236111111111124,4.0,1.0,42039.0,0.0,200.0,0.0
3445,8.0,0.6763888888888876,3.0,8.0,,0.0,40.0,0.0
3446,5.0,0.9333333333333332,3.0,7.0,2064.0,0.0,40.0,0.0
3447,9.0,0.34305555555555545,7.0,5.0,,0.0,20.0,0.0
3448,2.0,0.5798611111111124,1.0,217.0,97702.0,0.0,40.0,3.0
3449,5.0,0.6833333333333332,4.0,5.0,12511.0,324.0,40.0,1.0
3450,12.0,0.6833333333333332,5.0,6.0,3129.0,1.0,40.0,1.0
3451,,0.5854166666666667,2.0,26.0,4824.0,0.0,40.0,2.0
3452,8.0,0.6048611111111124,2.0,22.0,41129.0,0.0,40.0,0.0
3453,12.0,0.4423611111111125,5.0,14.0,2644.0,0.0,40.0,2.0
3454,13.0,0.7256944444444459,4.0,27.0,1282.0,2.0,20.0,0.0
3455,8.0,0.7180555555555542,4.0,1.0,,0.0,40.0,0.0
3456,12.0,0.5743055555555542,3.0,8.0,2082.0,14.0,40.0,1.0
3457,2.0,0.7000000000000001,3.0,4.0,39617.0,0.0,40.0,0.0
3458,12.0,0.6805555555555541,1.0,46.0,1835.0,0.0,40.0,2.0
3459,9.0,0.41250000000000003,5.0,1.0,609.0,0.0,40.0,0.0
3460,2.0,0.24305555555555544,2.0,222.0,11924.0,0.0,40.0,2.0
3461,14.0,0.6041666666666666,2.0,18.0,3249.0,193.0,100.0,1.0
3462,14.0,0.50625,1.0,56.0,2846.0,0.0,40.0,3.0
3463,7.0,0.4784722222222209,4.0,222.0,2075.0,0.0,40.0,3.0
3464,7.0,0.4784722222222209,2.0,2.0,851.0,0.0,40.0,1.0
3465,12.0,0.4743055555555542,5.0,13.0,700.0,0.0,40.0,1.0
3466,14.0,0.677777777777779,3.0,9.0,828.0,88.0,40.0,0.0
3467,11.0,0.24027777777777792,4.0,62.0,19452.0,0.0,20.0,0.0
3468,14.0,0.7409722222222209,3.0,16.0,1290.0,0.0,400.0,3.0
3469,3.0,0.44722222222222086,5.0,30.0,71107.0,0.0,40.0,0.0
3470,13.0,0.023611111111111124,7.0,55.0,4894.0,0.0,40.0,0.0
3471,2.0,0.6534722222222209,3.0,31.0,9697.0,0.0,40.0,0.0
3472,13.0,0.6743055555555543,3.0,2.0,2307.0,0.0,40.0,0.0
3473,,0.39652777777777787,1.0,8.0,1167.0,288.0,40.0,1.0
3474,7.0,0.7034722222222208,5.0,8.0,409.0,0.0,20.0,1.0
3475,11.0,0.7006944444444457,5.0,52.0,91123.0,0.0,40.0,1.0
3476,14.0,0.7687499999999999,4.0,18.0,3297.0,0.0,40.0,1.0
3477,9.0,0.7527777777777791,5.0,13.0,864.0,0.0,40.0,0.0
3478,12.0,0.646527777777779,2.0,12.0,19992.0,0.0,40.0,2.0
3479,,0.7666666666666666,2.0,147.0,63883.0,0.0,40.0,0.0
3480,,0.18680555555555542,4.0,184.0,38143.0,0.0,40.0,3.0
3481,12.0,0.7361111111111125,5.0,17.0,12863.0,0.0,40.0,1.0
3482,13.0,0.6416666666666667,4.0,7.0,502.0,53.0,40.0,0.0
3483,12.0,0.5861111111111125,5.0,5.0,9110.0,0.0,40.0,2.0
3484,9.0,0.7430555555555541,5.0,13.0,1266.0,0.0,400.0,1.0
3485,12.0,0.7006944444444457,2.0,25.0,171.0,0.0,40.0,1.0
3486,6.0,0.6763888888888876,5.0,1.0,237.0,0.0,40.0,0.0
3487,5.0,0.6701388888888875,5.0,13.0,7415.0,197.0,40.0,2.0
3488,6.0,0.49097222222222087,3.0,83.0,945.0,6.0,20.0,0.0
3489,5.0,0.20277777777777792,5.0,8.0,2606.0,13.0,40.0,0.0
3490,5.0,0.33263888888888876,1.0,14.0,7777.0,0.0,40.0,1.0
3491,13.0,0.6104166666666667,4.0,4.0,93.0,0.0,40.0,0.0
3492,,0.4555555555555542,3.0,1.0,227.0,0.0,40.0,0.0
3493,,0.5854166666666667,5.0,17.0,3240.0,0.0,40.0,1.0
3494,12.0,0.6770833333333334,3.0,9.0,2461.0,0.0,40.0,0.0
3495,8.0,0.39166666666666666,1.0,7.0,55280.0,0.0,40.0,0.0
3496,11.0,0.36944444444444463,4.0,2.0,12626.0,0.0,200.0,0.0
3497,9.0,0.22291666666666665,5.0,62.0,647.0,1.0,20.0,1.0
3498,7.0,0.6083333333333333,4.0,1.0,602.0,0.0,40.0,0.0
3499,14.0,0.4791666666666667,2.0,13.0,1299.0,0.0,40.0,1.0
3500,7.0,0.5902777777777791,5.0,45.0,16397.0,0.0,40.0,2.0
3501,2.0,0.7277777777777791,2.0,9.0,42426.0,0.0,40.0,0.0
3502,2.0,0.5125000000000001,2.0,220.0,23790.0,0.0,40.0,2.0
3503,12.0,0.65625,3.0,31.0,1429.0,0.0,40.0,1.0
3504,9.0,0.4166666666666667,4.0,1.0,656.0,0.0,200.0,0.0
3505,13.0,0.4680555555555543,2.0,34.0,2215.0,0.0,40.0,0.0
3506,12.0,0.7055555555555543,5.0,8.0,5905.0,0.0,40.0,0.0
3507,8.0,0.7618055555555543,1.0,16.0,58952.0,0.0,40.0,0.0
3508,8.0,0.34861111111111126,4.0,5.0,,0.0,40.0,0.0
3509,12.0,0.709027777777779,1.0,1.0,9963.0,86.0,40.0,1.0
3510,,0.5930555555555542,3.0,2.0,325.0,0.0,40.0,0.0
3511,12.0,0.7618055555555543,3.0,2.0,76.0,0.0,40.0,1.0
3512,8.0,0.7222222222222209,3.0,8.0,30644.0,0.0,40.0,0.0
3513,12.0,0.4534722222222209,3.0,9.0,2409.0,98.0,40.0,0.0
3514,6.0,0.5743055555555542,5.0,9.0,2232.0,0.0,200.0,2.0
3515,9.0,0.2951388888888888,4.0,62.0,975.0,1.0,20.0,1.0
3516,7.0,0.7374999999999999,2.0,52.0,,3494.0,40.0,2.0
3517,14.0,0.6923611111111124,3.0,9.0,,0.0,40.0,0.0
3518,9.0,0.5451388888888876,7.0,22.0,521.0,0.0,40.0,0.0
3519,11.0,0.6138888888888876,2.0,26.0,34028.0,0.0,40.0,0.0
3520,9.0,0.5451388888888876,7.0,26.0,533.0,0.0,40.0,1.0
3521,9.0,0.6298611111111124,5.0,3.0,1800.0,0.0,100.0,0.0
3522,,0.5638888888888876,3.0,62.0,972.0,0.0,20.0,1.0
3523,12.0,0.4694444444444457,3.0,1.0,2139.0,0.0,40.0,0.0
3524,9.0,0.4659722222222209,4.0,2.0,4895.0,0.0,400.0,1.0
3525,,0.6333333333333333,2.0,12.0,166611.0,0.0,40.0,0.0
3526,,0.3055555555555554,2.0,222.0,12050.0,0.0,40.0,2.0
3527,9.0,0.6215277777777791,2.0,12.0,5419.0,0.0,40.0,1.0
3528,9.0,0.7118055555555541,2.0,3.0,466.0,0.0,40.0,0.0
3529,14.0,0.7361111111111125,4.0,23.0,2486.0,0.0,80.0,3.0
3530,13.0,0.45625,1.0,23.0,2699.0,0.0,40.0,2.0
3531,12.0,0.3875,1.0,6.0,6068.0,0.0,40.0,0.0
3532,8.0,0.740277777777779,1.0,1.0,4707.0,0.0,20.0,0.0
3533,8.0,0.4180555555555541,5.0,7.0,84507.0,0.0,40.0,0.0
3534,4.0,0.5743055555555542,1.0,19.0,,0.0,40.0,0.0
3535,12.0,0.7111111111111125,2.0,53.0,381.0,3.0,20.0,2.0
3536,13.0,0.4916666666666667,5.0,8.0,5434.0,18.0,40.0,1.0
3537,2.0,0.4590277777777791,5.0,22.0,,0.0,100.0,1.0
3538,,0.6381944444444457,2.0,13.0,9432.0,0.0,40.0,0.0
3539,12.0,0.6548611111111124,3.0,9.0,7033.0,0.0,40.0,1.0
3540,11.0,0.4236111111111125,3.0,1.0,27505.0,0.0,40.0,0.0
3541,7.0,0.6215277777777791,3.0,3.0,1093.0,0.0,40.0,1.0
3542,12.0,0.7020833333333334,5.0,8.0,,0.0,20.0,1.0
3543,2.0,0.42291666666666666,5.0,31.0,38053.0,0.0,40.0,0.0
3544,9.0,0.48333333333333334,1.0,14.0,2507.0,0.0,40.0,0.0
3545,14.0,0.6701388888888875,4.0,21.0,,4.0,40.0,1.0
3546,7.0,0.6083333333333333,5.0,46.0,,104.0,40.0,2.0
3547,,0.11180555555555542,6.0,56.0,2845.0,0.0,400.0,3.0
3548,,0.4340277777777792,4.0,27.0,8548.0,0.0,20.0,0.0
3549,8.0,0.7145833333333332,2.0,6.0,47604.0,0.0,40.0,0.0
3550,4.0,0.4395833333333334,4.0,24.0,237.0,0.0,40.0,0.0
3551,6.0,0.5868055555555542,2.0,4.0,123.0,0.0,22.0,0.0
3552,9.0,0.8597222222222208,1.0,11.0,3400.0,0.0,40.0,0.0
3553,13.0,0.3993055555555554,4.0,9.0,284.0,3.0,20.0,2.0
3554,9.0,0.3972222222222221,1.0,8.0,78.0,62.0,40.0,0.0
3555,14.0,0.6048611111111124,1.0,28.0,9928.0,5.0,40.0,1.0
3556,9.0,0.7041666666666666,2.0,6.0,335.0,0.0,40.0,0.0
3557,7.0,0.7631944444444457,4.0,31.0,5184.0,0.0,40.0,1.0
3558,3.0,0.896527777777779,3.0,4.0,522.0,0.0,40.0,0.0
3559,3.0,0.7444444444444458,3.0,46.0,5472.0,0.0,40.0,0.0
3560,14.0,0.5881944444444458,5.0,46.0,7768.0,242.0,40.0,2.0
3561,9.0,0.6208333333333333,4.0,17.0,159.0,0.0,40.0,0.0
3562,14.0,0.4430555555555542,3.0,21.0,3245.0,42.0,100.0,1.0
3563,,0.5847222222222209,1.0,6.0,998.0,58.0,40.0,0.0
3564,3.0,0.5791666666666667,2.0,26.0,1223.0,0.0,40.0,0.0
3565,9.0,0.6923611111111124,4.0,1.0,200.0,0.0,40.0,0.0
3566,4.0,0.6743055555555543,5.0,5.0,643.0,0.0,40.0,0.0
3567,13.0,0.17013888888888876,2.0,216.0,3002.0,0.0,40.0,1.0
3568,12.0,0.7659722222222208,4.0,9.0,7030.0,0.0,40.0,0.0
3569,11.0,0.5194444444444458,5.0,14.0,53201.0,0.0,40.0,0.0
3570,8.0,0.5423611111111124,1.0,22.0,,0.0,40.0,0.0
3571,12.0,0.4590277777777791,3.0,1.0,2605.0,0.0,40.0,1.0
3572,11.0,0.4506944444444458,3.0,147.0,96795.0,0.0,40.0,1.0
3573,8.0,0.7583333333333333,5.0,13.0,43592.0,0.0,20.0,0.0
3574,14.0,0.5819444444444458,5.0,9.0,2657.0,0.0,200.0,2.0
3575,9.0,0.8784722222222209,7.0,27.0,173.0,0.0,40.0,0.0
3576,0.0,0.5833333333333334,2.0,31.0,4036.0,0.0,40.0,1.0
3577,9.0,0.6986111111111124,1.0,39.0,1180.0,157.0,40.0,2.0
3578,9.0,0.7013888888888875,2.0,22.0,407.0,0.0,40.0,0.0
3579,2.0,0.44027777777777916,3.0,31.0,16820.0,0.0,40.0,0.0
3580,3.0,0.42777777777777914,3.0,1.0,,0.0,40.0,0.0
3581,12.0,0.8972222222222209,3.0,6.0,2568.0,0.0,40.0,1.0
3582,,0.6375000000000001,2.0,13.0,9444.0,0.0,40.0,1.0
3583,4.0,0.6041666666666666,5.0,17.0,2095.0,0.0,40.0,1.0
3584,5.0,0.6756944444444457,3.0,6.0,3699.0,4.0,40.0,0.0
3585,14.0,0.6763888888888876,3.0,6.0,806.0,1.0,40.0,0.0
3586,7.0,0.5847222222222209,1.0,7.0,2323.0,0.0,40.0,1.0
3587,14.0,0.6055555555555542,2.0,18.0,3239.0,397.0,100.0,1.0
3588,9.0,0.6270833333333333,5.0,35.0,380.0,0.0,40.0,0.0
3589,6.0,0.6395833333333333,2.0,12.0,6223.0,0.0,40.0,2.0
3590,12.0,0.6958333333333333,1.0,10.0,4735.0,0.0,100.0,1.0
3591,8.0,0.41944444444444584,5.0,33.0,23283.0,0.0,40.0,0.0
3592,13.0,0.7687499999999999,2.0,23.0,7934.0,5.0,40.0,0.0
3593,2.0,0.4305555555555542,1.0,221.0,7537.0,0.0,40.0,2.0
3594,8.0,0.4951388888888875,3.0,1.0,2957.0,0.0,40.0,0.0
3595,7.0,0.4944444444444458,2.0,28.0,9453.0,0.0,40.0,2.0
3596,12.0,0.6729166666666666,5.0,2.0,3165.0,0.0,40.0,1.0
3597,9.0,0.2673611111111112,2.0,11.0,3718.0,0.0,40.0,0.0
3598,12.0,0.5194444444444458,3.0,8.0,3707.0,0.0,40.0,0.0
3599,9.0,0.4979166666666666,2.0,4.0,2223.0,0.0,40.0,0.0
3600,14.0,0.4340277777777792,5.0,8.0,830.0,1.0,40.0,1.0
3601,9.0,0.5020833333333333,7.0,7.0,456.0,0.0,40.0,0.0
3602,12.0,0.65625,1.0,6.0,17395.0,0.0,40.0,1.0
3603,9.0,0.5472222222222208,3.0,3.0,1239.0,0.0,40.0,0.0
3604,7.0,0.6625,1.0,1.0,633.0,0.0,200.0,2.0
3605,9.0,0.8777777777777791,7.0,18.0,200.0,0.0,40.0,0.0
3606,6.0,0.48125,5.0,1.0,1414.0,0.0,40.0,0.0
3607,0.0,0.63125,5.0,19.0,6271.0,21.0,40.0,1.0
3608,8.0,0.4388888888888875,4.0,2.0,126038.0,0.0,200.0,1.0
3609,8.0,0.8097222222222209,4.0,7.0,10499.0,0.0,40.0,0.0
3610,,0.4166666666666667,5.0,9.0,,63.0,40.0,0.0
3611,9.0,0.3645833333333333,4.0,13.0,3318.0,0.0,40.0,1.0
3612,8.0,0.40625,3.0,147.0,60918.0,0.0,40.0,0.0
3613,14.0,0.44166666666666665,1.0,21.0,3251.0,215.0,100.0,1.0
3614,13.0,0.6652777777777791,1.0,1.0,3535.0,0.0,40.0,0.0
3615,8.0,0.6868055555555542,3.0,4.0,43235.0,0.0,40.0,0.0
3616,,0.5458333333333333,7.0,42.0,,0.0,40.0,1.0
3617,14.0,0.6256944444444458,1.0,27.0,2697.0,0.0,40.0,1.0
3618,12.0,0.6194444444444458,2.0,13.0,8859.0,0.0,40.0,1.0
3619,3.0,0.6243055555555542,2.0,5.0,703.0,0.0,40.0,0.0
3620,12.0,0.8194444444444459,4.0,21.0,5001.0,2.0,40.0,1.0
3621,8.0,0.6958333333333333,4.0,8.0,39347.0,0.0,40.0,0.0
3622,12.0,0.7666666666666666,1.0,11.0,4366.0,0.0,40.0,1.0
3623,14.0,0.7659722222222208,4.0,4.0,3087.0,0.0,40.0,1.0
3624,9.0,0.697222222222221,3.0,11.0,207.0,1.0,40.0,0.0
3625,14.0,0.4458333333333333,5.0,20.0,,0.0,40.0,1.0
3626,0.0,0.6527777777777791,3.0,27.0,,23.0,40.0,0.0
3627,7.0,0.48263888888888756,3.0,16.0,5532.0,2.0,40.0,1.0
3628,6.0,0.8555555555555543,2.0,83.0,940.0,0.0,20.0,0.0
3629,12.0,0.3958333333333333,4.0,10.0,1585.0,1.0,40.0,0.0
